"Date";"Indoor Temperature";"Indoor Humidity";"Outdoor Temperature 1";"Outdoor Humidity 1";"Outdoor Temperature 2";"Outdoor Humidity 2";"Outdoor Temperature 3";"Outdoor Humidity 3";"Outdoor Temperature 4";"Outdoor Humidity 4";"Outdoor Temperature 5";"Outdoor Humidity 5"
"17.02.2015 17:00";"22.8";"45";"-4.0";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 18:00";"23.6";"34";"-4.9";"58";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 19:00";"25.0";"37";"-5.4";"56";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 20:00";"25.0";"40";"-5.8";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 21:00";"25.8";"41";"-6.3";"53";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 22:00";"24.9";"42";"-7.1";"55";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 23:00";"25.3";"44";"-7.1";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 00:00";"26.8";"42";"-7.4";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 01:00";"25.8";"44";"-8.0";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 02:00";"24.9";"45";"-7.9";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 03:00";"23.9";"45";"-8.4";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 04:00";"23.2";"46";"-8.3";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 05:00";"22.5";"47";"-8.3";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 06:00";"22.0";"47";"-8.6";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 07:00";"22.0";"48";"-8.7";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 08:00";"21.5";"45";"-8.6";"65";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 09:00";"21.1";"46";"-7.0";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 10:00";"20.9";"45";"-5.4";"56";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 11:00";"20.8";"45";"-2.6";"53";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 12:00";"20.8";"45";"-0.6";"42";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 13:00";"20.6";"45";"1.7";"39";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 14:00";"20.4";"45";"2.1";"37";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 15:00";"20.1";"44";"1.3";"35";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 16:00";"19.8";"44";"0.6";"34";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 17:00";"19.5";"44";"0.3";"33";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 18:00";"19.3";"44";"-1.0";"37";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 19:00";"22.6";"39";"-1.9";"43";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 20:00";"24.2";"44";"-2.3";"44";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 21:00";"24.2";"43";"-2.8";"46";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 22:00";"25.1";"42";"-3.5";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"18.02.2015 23:00";"25.2";"42";"-4.0";"56";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 00:00";"25.5";"42";"-4.3";"58";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 01:00";"24.8";"43";"-4.2";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 02:00";"23.7";"44";"-4.3";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 03:00";"22.7";"46";"-4.2";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 04:00";"21.9";"46";"-4.5";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 05:00";"21.3";"47";"-4.8";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 06:00";"20.8";"47";"-4.7";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 07:00";"20.7";"48";"-4.8";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 08:00";"20.5";"46";"-4.6";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 09:00";"20.2";"46";"-3.7";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 10:00";"20.0";"46";"-2.1";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 11:00";"19.8";"45";"-0.7";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 12:00";"19.6";"45";"0.4";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 13:00";"19.4";"45";"1.5";"53";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 14:00";"19.3";"44";"4.0";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 15:00";"19.2";"44";"4.3";"46";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 16:00";"19.0";"45";"4.7";"43";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 17:00";"18.8";"45";"3.6";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 18:00";"18.1";"37";"3.1";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 19:00";"22.2";"40";"2.5";"50";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 20:00";"24.2";"46";"2.1";"53";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 21:00";"24.0";"44";"1.8";"52";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 22:00";"23.9";"44";"1.6";"52";"---";"---";"---";"---";"---";"---";"---";"---"
"19.02.2015 23:00";"23.7";"48";"1.5";"51";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 00:00";"24.8";"44";"1.5";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 01:00";"24.0";"44";"1.3";"46";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 02:00";"23.1";"44";"1.8";"42";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 03:00";"22.2";"44";"0.3";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 04:00";"21.5";"45";"-0.8";"52";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 05:00";"21.0";"45";"-0.4";"55";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 06:00";"20.8";"45";"0.7";"47";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 07:00";"20.5";"49";"0.9";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 08:00";"20.1";"50";"1.2";"49";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 09:00";"19.6";"48";"1.8";"49";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 10:00";"19.5";"47";"3.4";"43";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 11:00";"19.5";"47";"5.8";"37";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 12:00";"19.4";"47";"7.6";"37";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 13:00";"19.3";"46";"8.9";"35";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 14:00";"19.2";"46";"9.4";"36";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 15:00";"19.0";"46";"9.3";"36";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 16:00";"18.8";"46";"8.7";"38";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 17:00";"18.6";"46";"8.7";"39";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 18:00";"18.2";"43";"6.2";"47";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 19:00";"18.1";"40";"4.2";"54";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 20:00";"21.5";"44";"3.0";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 21:00";"24.2";"40";"2.1";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 22:00";"24.4";"43";"1.6";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"20.02.2015 23:00";"24.8";"43";"0.9";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 00:00";"25.2";"42";"0.3";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 01:00";"24.2";"43";"-0.1";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 02:00";"23.5";"44";"-0.3";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 03:00";"22.5";"44";"-0.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 04:00";"21.6";"45";"-1.1";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 05:00";"21.1";"45";"-1.2";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 06:00";"20.9";"45";"-1.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 07:00";"20.7";"45";"-1.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 08:00";"20.4";"45";"-1.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 09:00";"19.9";"48";"-0.3";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 10:00";"20.4";"50";"1.9";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 11:00";"20.0";"49";"4.8";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 12:00";"19.9";"48";"7.1";"52";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 13:00";"19.7";"48";"8.7";"51";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 14:00";"19.5";"48";"10.0";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 15:00";"19.6";"50";"10.1";"51";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 16:00";"19.8";"63";"9.7";"52";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 17:00";"20.0";"57";"9.6";"54";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 18:00";"19.6";"55";"7.5";"58";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 19:00";"19.5";"54";"5.5";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 20:00";"22.8";"47";"4.4";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 21:00";"23.6";"46";"3.9";"65";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 22:00";"23.8";"46";"2.9";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"21.02.2015 23:00";"24.8";"46";"2.1";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 00:00";"24.5";"46";"1.5";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 01:00";"25.1";"44";"1.4";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 02:00";"25.1";"43";"2.3";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 03:00";"24.4";"44";"1.1";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 04:00";"23.6";"45";"0.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 05:00";"22.9";"45";"0.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 06:00";"22.2";"46";"1.3";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 07:00";"21.6";"46";"1.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 08:00";"21.2";"46";"1.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 09:00";"20.9";"47";"2.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 10:00";"20.6";"50";"3.8";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 11:00";"21.0";"52";"4.4";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 12:00";"20.6";"54";"4.8";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 13:00";"21.2";"58";"5.5";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 14:00";"21.4";"65";"5.3";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 15:00";"21.3";"59";"5.5";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 16:00";"20.5";"55";"5.1";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 17:00";"20.2";"54";"4.5";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 18:00";"19.7";"53";"4.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 19:00";"21.5";"50";"4.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 20:00";"24.6";"45";"4.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 21:00";"24.8";"46";"3.8";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 22:00";"25.2";"47";"3.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"22.02.2015 23:00";"24.7";"49";"3.3";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 00:00";"24.5";"49";"2.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 01:00";"23.8";"49";"2.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 02:00";"23.1";"50";"2.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 03:00";"22.4";"51";"2.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 04:00";"21.7";"53";"3.3";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 05:00";"21.3";"54";"3.1";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 06:00";"21.0";"54";"2.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 07:00";"21.0";"55";"2.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 08:00";"20.8";"54";"3.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 09:00";"20.6";"54";"4.7";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 10:00";"20.5";"53";"7.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 11:00";"20.4";"52";"8.0";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 12:00";"20.3";"52";"8.5";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 13:00";"20.3";"52";"9.2";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 14:00";"20.2";"52";"9.9";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 15:00";"20.0";"51";"9.7";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 16:00";"23.4";"46";"9.3";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 17:00";"23.1";"45";"8.5";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 18:00";"23.0";"46";"7.6";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 19:00";"23.8";"47";"7.0";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 20:00";"25.0";"55";"6.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 21:00";"24.9";"49";"6.6";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 22:00";"25.0";"51";"6.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"23.02.2015 23:00";"25.1";"51";"5.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 00:00";"24.0";"52";"5.6";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 01:00";"23.0";"54";"4.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 02:00";"22.3";"55";"3.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 03:00";"21.8";"55";"2.9";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 04:00";"21.5";"55";"3.0";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 05:00";"21.2";"56";"2.9";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 06:00";"20.9";"56";"3.8";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 07:00";"21.3";"58";"3.8";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 08:00";"20.8";"57";"3.7";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 09:00";"20.5";"57";"4.2";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 10:00";"20.2";"57";"4.9";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 11:00";"20.2";"57";"6.4";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 12:00";"20.1";"56";"8.1";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 13:00";"20.0";"56";"8.4";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 14:00";"19.9";"55";"10.4";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 15:00";"19.7";"53";"10.3";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 16:00";"19.4";"51";"10.3";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 17:00";"19.3";"51";"10.1";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 18:00";"20.8";"51";"9.5";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 19:00";"22.8";"56";"9.1";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 20:00";"23.8";"61";"9.0";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 21:00";"24.0";"59";"8.6";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 22:00";"23.4";"56";"8.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"24.02.2015 23:00";"23.0";"57";"7.8";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 00:00";"22.4";"57";"7.4";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 01:00";"22.0";"57";"7.0";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 02:00";"21.5";"57";"6.6";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 03:00";"21.2";"57";"6.5";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 04:00";"21.2";"56";"6.3";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 05:00";"21.0";"56";"6.1";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 06:00";"20.8";"56";"6.1";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 07:00";"20.6";"59";"6.4";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 08:00";"20.3";"60";"6.6";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 09:00";"20.0";"59";"7.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 10:00";"19.7";"59";"7.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 11:00";"19.5";"58";"8.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 12:00";"19.4";"58";"8.9";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 13:00";"19.3";"55";"9.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 14:00";"19.4";"56";"9.5";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 15:00";"19.2";"56";"10.3";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 16:00";"19.0";"56";"9.7";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 17:00";"18.8";"56";"9.2";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 18:00";"19.2";"56";"8.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 19:00";"21.6";"52";"8.4";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 20:00";"23.1";"54";"7.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 21:00";"23.8";"52";"7.4";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 22:00";"23.6";"53";"6.8";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"25.02.2015 23:00";"23.1";"57";"6.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 00:00";"22.7";"59";"5.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 01:00";"21.6";"59";"5.6";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 02:00";"21.1";"59";"5.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 03:00";"20.6";"59";"5.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 04:00";"20.2";"60";"5.1";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 05:00";"20.0";"60";"4.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 06:00";"19.8";"60";"3.4";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 07:00";"20.0";"61";"3.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 08:00";"19.6";"59";"3.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 09:00";"19.3";"59";"4.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 10:00";"19.2";"58";"6.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 11:00";"19.2";"59";"8.5";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 12:00";"19.3";"58";"11.8";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 13:00";"19.2";"54";"13.3";"49";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 14:00";"18.4";"46";"14.1";"47";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 15:00";"18.7";"52";"12.9";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 16:00";"18.8";"52";"12.5";"48";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 17:00";"18.6";"53";"12.1";"45";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 18:00";"18.6";"54";"10.9";"50";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 19:00";"20.0";"60";"9.2";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 20:00";"23.4";"60";"8.1";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 21:00";"22.7";"55";"7.9";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 22:00";"22.7";"55";"7.3";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"26.02.2015 23:00";"22.2";"55";"6.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 00:00";"21.2";"58";"5.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 01:00";"20.5";"59";"5.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 02:00";"20.2";"59";"6.0";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 03:00";"19.9";"60";"6.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 04:00";"19.6";"60";"6.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 05:00";"19.3";"60";"6.0";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 06:00";"19.1";"60";"5.4";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 07:00";"19.2";"62";"5.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 08:00";"19.1";"61";"6.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 09:00";"19.2";"60";"7.4";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 10:00";"20.8";"55";"7.8";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 11:00";"21.8";"49";"8.5";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 12:00";"22.0";"51";"8.9";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 13:00";"23.4";"49";"10.7";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 14:00";"24.6";"48";"10.5";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 15:00";"23.3";"49";"10.1";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 16:00";"22.6";"50";"9.5";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 17:00";"22.2";"52";"9.0";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 18:00";"21.6";"52";"8.9";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 19:00";"21.0";"53";"8.9";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 20:00";"20.7";"53";"8.6";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 21:00";"20.5";"54";"8.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 22:00";"20.7";"55";"8.1";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"27.02.2015 23:00";"20.6";"56";"7.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 00:00";"20.3";"55";"7.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 01:00";"20.1";"56";"7.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 02:00";"19.8";"57";"6.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 03:00";"19.6";"57";"7.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 04:00";"19.5";"57";"6.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 05:00";"19.5";"57";"6.3";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 06:00";"19.6";"57";"5.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 07:00";"19.4";"58";"4.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 08:00";"19.2";"58";"4.4";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 09:00";"19.2";"58";"5.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 10:00";"19.4";"60";"8.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 11:00";"19.4";"59";"10.2";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"28.02.2015 12:00";"19.5";"58";"12.2";"65";"---";"---";"---";"---";"---";"---";"---";"---"
