"Date";"Indoor Temperature";"Indoor Humidity";"Outdoor Temperature 1";"Outdoor Humidity 1";"Outdoor Temperature 2";"Outdoor Humidity 2";"Outdoor Temperature 3";"Outdoor Humidity 3";"Outdoor Temperature 4";"Outdoor Humidity 4";"Outdoor Temperature 5";"Outdoor Humidity 5"
"07.02.2015 00:00";"22.8";"53";"0.5";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 01:00";"23.2";"52";"0.2";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 02:00";"22.7";"53";"0.0";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 03:00";"22.2";"53";"-0.1";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 04:00";"21.8";"54";"-0.1";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 05:00";"21.2";"55";"-0.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 06:00";"20.8";"55";"-0.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 07:00";"20.5";"55";"-0.4";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 08:00";"21.8";"55";"-0.7";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 09:00";"22.8";"52";"-0.7";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 10:00";"22.8";"51";"-0.3";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 11:00";"22.4";"51";"0.4";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 12:00";"22.0";"51";"0.7";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 13:00";"23.7";"56";"1.7";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 14:00";"24.2";"53";"1.3";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 15:00";"23.2";"52";"2.0";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 16:00";"22.7";"52";"1.4";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 17:00";"22.3";"52";"0.7";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 18:00";"22.8";"47";"0.2";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 19:00";"23.9";"48";"0.0";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 20:00";"23.8";"49";"-0.4";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 21:00";"24.5";"50";"-0.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 22:00";"23.7";"51";"-0.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"07.02.2015 23:00";"23.8";"51";"-0.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 00:00";"23.5";"52";"-0.8";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 01:00";"23.0";"53";"-1.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 02:00";"22.5";"53";"-1.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 03:00";"21.9";"54";"-1.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 04:00";"21.6";"54";"-1.2";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 05:00";"21.2";"55";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 06:00";"20.9";"54";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 07:00";"20.6";"54";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 08:00";"20.4";"55";"-1.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 09:00";"20.1";"55";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 10:00";"20.9";"58";"-0.8";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 11:00";"21.2";"56";"-0.2";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 12:00";"23.6";"54";"-0.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 13:00";"23.6";"62";"0.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 14:00";"24.0";"55";"0.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 15:00";"23.8";"52";"0.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 16:00";"23.6";"52";"-0.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 17:00";"22.8";"51";"-0.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 18:00";"21.9";"52";"-1.3";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 19:00";"21.3";"52";"-1.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 20:00";"20.8";"51";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 21:00";"23.3";"48";"-1.2";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 22:00";"25.6";"47";"-1.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"08.02.2015 23:00";"25.1";"51";"-1.7";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 00:00";"25.4";"50";"-2.0";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 01:00";"24.4";"50";"-2.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 02:00";"23.9";"50";"-2.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 03:00";"23.4";"50";"-2.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 04:00";"22.8";"50";"-3.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 05:00";"22.2";"50";"-3.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 06:00";"22.1";"49";"-3.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 07:00";"21.9";"53";"-3.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 08:00";"21.2";"54";"-2.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 09:00";"20.8";"52";"-2.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 10:00";"20.5";"52";"-2.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 11:00";"20.3";"51";"-1.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 12:00";"20.0";"51";"-1.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 13:00";"19.8";"51";"-0.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 14:00";"19.6";"51";"-1.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 15:00";"19.5";"51";"-1.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 16:00";"19.4";"50";"-1.4";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 17:00";"19.1";"50";"-1.6";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 18:00";"20.1";"43";"-2.3";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 19:00";"21.2";"49";"-2.5";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 20:00";"22.6";"47";"-2.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 21:00";"24.5";"48";"-3.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 22:00";"23.4";"47";"-3.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"09.02.2015 23:00";"24.2";"48";"-3.9";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 00:00";"23.2";"49";"-4.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 01:00";"22.4";"50";"-5.1";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 02:00";"21.7";"50";"-5.6";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 03:00";"22.2";"50";"-6.2";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 04:00";"22.8";"48";"-6.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 05:00";"21.8";"50";"-6.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 06:00";"21.0";"51";"-6.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 07:00";"21.0";"52";"-6.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 08:00";"20.3";"51";"-6.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 09:00";"20.0";"50";"-5.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 10:00";"19.8";"50";"-4.7";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 11:00";"19.6";"49";"-3.7";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 12:00";"19.4";"48";"-2.0";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 13:00";"19.3";"48";"-1.1";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 14:00";"19.3";"47";"-1.1";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 15:00";"19.0";"47";"-1.4";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 16:00";"18.7";"47";"-1.2";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 17:00";"18.5";"47";"-1.5";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 18:00";"18.7";"39";"-2.3";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 19:00";"22.2";"42";"-3.0";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 20:00";"23.8";"48";"-3.1";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 21:00";"22.6";"47";"-2.6";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 22:00";"23.4";"46";"-2.9";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"10.02.2015 23:00";"23.3";"47";"-2.6";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 00:00";"22.7";"47";"-2.7";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 01:00";"22.2";"48";"-2.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 02:00";"21.4";"49";"-2.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 03:00";"20.8";"50";"-3.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 04:00";"20.3";"50";"-3.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 05:00";"19.9";"51";"-3.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 06:00";"19.5";"51";"-4.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 07:00";"19.6";"54";"-4.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 08:00";"19.2";"52";"-3.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 09:00";"19.0";"52";"-3.1";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 10:00";"18.8";"51";"-2.4";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 11:00";"18.6";"50";"-1.7";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 12:00";"18.4";"49";"-0.3";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 13:00";"18.4";"48";"0.8";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 14:00";"18.3";"47";"-0.4";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 15:00";"18.1";"47";"-0.7";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 16:00";"17.8";"47";"-1.1";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 17:00";"17.6";"47";"-1.3";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 18:00";"17.8";"40";"-2.7";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 19:00";"21.3";"46";"-3.4";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 20:00";"23.0";"47";"-3.9";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 21:00";"23.7";"46";"-4.3";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 22:00";"23.2";"44";"-4.4";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"11.02.2015 23:00";"23.4";"45";"-5.6";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 00:00";"23.1";"45";"-5.1";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 01:00";"22.2";"45";"-5.8";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 02:00";"23.4";"42";"-6.3";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 03:00";"22.8";"43";"-7.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 04:00";"22.2";"43";"-7.4";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 05:00";"21.6";"43";"-7.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 06:00";"21.1";"43";"-6.3";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 07:00";"20.8";"51";"-4.7";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 08:00";"20.0";"52";"-4.5";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 09:00";"19.7";"50";"-3.0";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 10:00";"19.2";"49";"-2.6";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 11:00";"19.0";"48";"-1.2";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 12:00";"18.9";"47";"0.7";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 13:00";"19.0";"47";"1.0";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 14:00";"18.8";"47";"1.6";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 15:00";"18.8";"48";"1.6";"57";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 16:00";"18.3";"48";"1.0";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 17:00";"18.0";"48";"1.2";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 18:00";"18.0";"48";"0.0";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 19:00";"20.9";"46";"-0.7";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 20:00";"22.3";"55";"-1.1";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 21:00";"23.4";"51";"-1.8";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 22:00";"23.9";"47";"-2.0";"73";"---";"---";"---";"---";"---";"---";"---";"---"
"12.02.2015 23:00";"23.2";"48";"-2.5";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 00:00";"23.5";"47";"-2.7";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 01:00";"21.9";"49";"-3.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 02:00";"20.9";"49";"-4.2";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 03:00";"20.3";"50";"-4.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 04:00";"19.7";"51";"-4.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 05:00";"19.2";"51";"-4.8";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 06:00";"18.9";"51";"-5.6";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 07:00";"18.6";"51";"-5.8";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 08:00";"18.8";"52";"-5.9";"80";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 09:00";"19.0";"60";"-4.2";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 10:00";"20.6";"56";"-2.7";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 11:00";"22.5";"49";"-0.7";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 12:00";"22.9";"45";"1.3";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 13:00";"22.4";"40";"2.9";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 14:00";"22.6";"42";"4.0";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 15:00";"22.4";"43";"4.8";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 16:00";"23.3";"40";"3.9";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 17:00";"22.8";"39";"3.8";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 18:00";"23.3";"43";"1.3";"70";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 19:00";"24.1";"43";"0.1";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 20:00";"24.2";"47";"-0.5";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 21:00";"24.3";"46";"-1.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 22:00";"24.4";"47";"-1.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"13.02.2015 23:00";"24.4";"46";"-1.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 00:00";"24.8";"46";"-1.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 01:00";"24.4";"46";"-2.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 02:00";"23.8";"46";"-2.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 03:00";"23.0";"48";"-3.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 04:00";"22.2";"49";"-3.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 05:00";"21.5";"50";"-3.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 06:00";"20.8";"51";"-4.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 07:00";"20.4";"51";"-4.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 08:00";"20.0";"51";"-4.8";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 09:00";"20.1";"52";"-3.2";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 10:00";"20.2";"52";"-1.7";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 11:00";"19.9";"51";"0.9";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 12:00";"19.6";"51";"3.5";"65";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 13:00";"19.9";"53";"4.8";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 14:00";"20.3";"54";"6.6";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 15:00";"19.4";"47";"6.8";"55";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 16:00";"20.0";"47";"6.5";"53";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 17:00";"21.6";"51";"5.3";"60";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 18:00";"22.4";"45";"2.6";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 19:00";"23.1";"48";"2.2";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 20:00";"23.9";"46";"0.9";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 21:00";"23.2";"48";"1.8";"65";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 22:00";"23.0";"48";"0.6";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"14.02.2015 23:00";"23.3";"48";"-0.9";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 00:00";"23.6";"51";"-1.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 01:00";"23.2";"51";"-1.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 02:00";"23.0";"52";"-1.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 03:00";"22.9";"51";"-2.4";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 04:00";"23.1";"50";"-2.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 05:00";"22.6";"51";"-2.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 06:00";"22.2";"51";"-3.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 07:00";"21.3";"52";"-3.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 08:00";"20.6";"52";"-4.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 09:00";"20.2";"54";"-2.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 10:00";"20.1";"54";"-0.4";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 11:00";"21.7";"52";"1.8";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 12:00";"23.0";"53";"4.1";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 13:00";"24.0";"53";"5.7";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 14:00";"23.3";"52";"7.2";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 15:00";"23.4";"47";"6.9";"61";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 16:00";"23.4";"50";"6.1";"59";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 17:00";"24.0";"49";"6.0";"56";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 18:00";"23.7";"49";"3.7";"65";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 19:00";"24.4";"48";"3.3";"67";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 20:00";"24.2";"47";"3.1";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 21:00";"25.1";"45";"2.0";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 22:00";"24.4";"48";"1.5";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"15.02.2015 23:00";"24.4";"56";"0.3";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 00:00";"23.3";"53";"-0.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 01:00";"22.5";"53";"-1.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 02:00";"21.8";"54";"-1.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 03:00";"21.2";"54";"-2.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 04:00";"20.8";"54";"-2.3";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 05:00";"20.6";"54";"-2.8";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 06:00";"20.3";"54";"-2.9";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 07:00";"22.5";"53";"-3.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 08:00";"24.1";"51";"-3.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 09:00";"23.4";"49";"-1.5";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 10:00";"23.0";"49";"0.2";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 11:00";"23.1";"49";"2.9";"74";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 12:00";"23.1";"49";"4.3";"69";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 13:00";"22.4";"51";"6.5";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 14:00";"22.0";"51";"6.3";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 15:00";"21.6";"52";"6.1";"63";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 16:00";"21.4";"52";"4.3";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 17:00";"21.1";"51";"2.7";"72";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 18:00";"20.7";"50";"1.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 19:00";"20.8";"49";"1.1";"77";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 20:00";"23.1";"48";"1.0";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 21:00";"24.9";"58";"0.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 22:00";"25.0";"54";"0.8";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"16.02.2015 23:00";"25.1";"52";"0.6";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 00:00";"24.8";"51";"0.0";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 01:00";"24.1";"51";"-0.5";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 02:00";"23.4";"52";"-0.9";"78";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 03:00";"22.8";"52";"-0.8";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 04:00";"22.1";"53";"-1.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 05:00";"21.6";"53";"-1.7";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 06:00";"21.1";"54";"-2.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 07:00";"22.4";"52";"-2.6";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 08:00";"24.4";"46";"-3.1";"79";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 09:00";"23.8";"47";"-2.5";"76";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 10:00";"23.7";"48";"-2.7";"75";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 11:00";"23.8";"46";"-2.1";"71";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 12:00";"24.2";"45";"-1.5";"68";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 13:00";"24.6";"44";"-1.3";"64";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 14:00";"24.0";"45";"-2.7";"66";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 15:00";"23.2";"46";"-2.9";"62";"---";"---";"---";"---";"---";"---";"---";"---"
"17.02.2015 16:00";"22.5";"46";"-3.7";"63";"---";"---";"---";"---";"---";"---";"---";"---"
